2025-12-14 19:45:22.741 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:22.741368", "phase": "init", "agent_id": null, "type": "system", "content": "Initializing game..."}
2025-12-14 19:45:24.764 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.764918", "phase": "init", "agent_id": null, "type": "system", "content": "Created 8 agents"}
2025-12-14 19:45:24.764 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.764918", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 1: werewolf"}
2025-12-14 19:45:24.765 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.765925", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 2: seer"}
2025-12-14 19:45:24.766 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.766615", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 3: villager"}
2025-12-14 19:45:24.766 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.766965", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 4: werewolf"}
2025-12-14 19:45:24.766 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.766965", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 5: witch"}
2025-12-14 19:45:24.767 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.766965", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 6: villager"}
2025-12-14 19:45:24.767 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.767982", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 7: villager"}
2025-12-14 19:45:24.767 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.767982", "phase": "init", "agent_id": null, "type": "system", "content": "Agent 8: hunter"}
2025-12-14 19:45:24.767 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:24.767982", "phase": "night", "agent_id": null, "type": "system", "content": "Starting night 1"}
2025-12-14 19:45:28.361 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:28.361688", "phase": "night", "agent_id": 1, "type": "private_chat", "content": "（对其他狼人）今晚是第一夜，信息还很少，我觉得可以优先刀掉中间位置的玩家，比如4号或者5号，不容易被怀疑。你们觉得呢？或者有谁想刀特定的人吗？"}
2025-12-14 19:45:30.469 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:30.469927", "phase": "night", "agent_id": 4, "type": "private_chat", "content": "\n我同意1号的看法，第一夜确实信息有限，刀中间位置是个稳妥的选择。不过我是4号，刀我肯定不行。我建议刀5号，位置居中，而且第一夜被刀不容易引起太多针对性猜测。大家有其他意见吗？"}
2025-12-14 19:45:32.195 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:32.195995", "phase": "night", "agent_id": 1, "type": "action", "content": {"type": "night_kill", "target": 5, "explain": "Werewolf 1 voted to kill player 5"}}
2025-12-14 19:45:33.506 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:33.506469", "phase": "night", "agent_id": 4, "type": "action", "content": {"type": "night_kill", "target": 5, "explain": "Werewolf 4 voted to kill player 5"}}
2025-12-14 19:45:36.349 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:36.349373", "phase": "night", "agent_id": 2, "type": "action", "content": {"type": "check", "target": 3, "explain": "作为预言家，我需要在夜晚查验一名玩家的身份以获取信息。我选择查验座位号3的玩家。"}}
2025-12-14 19:45:40.090 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:40.090346", "phase": "night", "agent_id": 5, "type": "action", "content": {"type": "none", "target": null, "explain": "首夜通常不使用解药或毒药，观察局势后再做决策"}}
2025-12-14 19:45:40.091 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:40.091360", "phase": "night", "agent_id": null, "type": "system", "content": "Werewolf decided to kill player 5"}
2025-12-14 19:45:40.092 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:40.092413", "phase": "night", "agent_id": null, "type": "system", "content": "Agent 5 was eliminated at night"}
2025-12-14 19:45:40.092 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:40.092875", "phase": "night", "agent_id": null, "type": "system", "content": "Night settlement completed"}
2025-12-14 19:45:40.093 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:40.093387", "phase": "end", "agent_id": null, "type": "system", "content": "Checking victory condition: {'day': 1, 'alive_players': 7, 'werewolves_count': 2, 'villagers_count': 5, 'werewolves': [1, 4], 'villagers': [2, 3, 6, 7, 8]}"}
2025-12-14 19:45:40.094 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:40.094418", "phase": "game", "agent_id": null, "type": "system", "content": "Game continues - no victory condition met"}
2025-12-14 19:45:40.095 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:40.095403", "phase": "day", "agent_id": null, "type": "system", "content": "Starting day 1"}
2025-12-14 19:45:45.373 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:45.373748", "phase": "day", "agent_id": 1, "type": "speech", "content": "昨晚5号被淘汰，这很可能是狼人动的手。我是好人，现在信息还不多，建议大家都发言聊聊，看看有没有可疑行为。"}
2025-12-14 19:45:50.766 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:45:50.766695", "phase": "day", "agent_id": 2, "type": "speech", "content": "大家好，我是预言家，昨晚查验了3号玩家，结果是好人。我们需要团结起来找出狼人，建议今天讨论清楚再投票。"}
2025-12-14 19:46:51.590 | ERROR    | models_adapter:_call_openai_compatible_model:231 - Error calling OpenAI compatible model: HTTPSConnectionPool(host='dashscope.aliyuncs.com', port=443): Read timed out. (read timeout=60)
2025-12-14 19:46:51.590 | ERROR    | models_adapter:call_model:50 - Error calling model: HTTPSConnectionPool(host='dashscope.aliyuncs.com', port=443): Read timed out. (read timeout=60)
2025-12-14 19:46:51.591 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:46:51.591990", "phase": "day", "agent_id": 3, "type": "speech", "content": "这是一个模拟的发言。"}
2025-12-14 19:46:54.347 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:46:54.347594", "phase": "day", "agent_id": 4, "type": "speech", "content": "昨晚5号被淘汰了，我们需要找出狼人。目前没有太多信息，大家先分享一下自己的看法吧。"}
2025-12-14 19:46:59.313 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:46:59.313924", "phase": "day", "agent_id": 6, "type": "speech", "content": "我是6号玩家。昨晚5号被淘汰，我们需要谨慎分析。作为村民，我没有特殊信息，但我会仔细听每个人的发言。目前没有明确线索指向谁是狼人，建议大家理性讨论，不要随意投票。请身份清晰的玩家站边，避免误杀。"}
2025-12-14 19:47:43.650 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:47:43.650175", "phase": "day", "agent_id": 7, "type": "speech", "content": "I am a villager. We lost player 5 last night. I have no info yet, so I will vote for player 1 to start discussion. Please share your thoughts."}
2025-12-14 19:47:46.827 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:47:46.827465", "phase": "day", "agent_id": 8, "type": "speech", "content": "5号玩家在夜间被淘汰，我们需要分析他的发言和行为来找出狼人。目前存活玩家有1、2、3、4、6、7、8号。请大家分享昨天的观察和今天的想法，尤其是对5号玩家的看法。"}
2025-12-14 19:47:48.515 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:47:48.515800", "phase": "day", "agent_id": 1, "type": "action", "content": {"type": "vote", "target": 2, "explain": "Player 1 voted to eliminate player 2"}}
2025-12-14 19:47:49.957 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:47:49.957311", "phase": "day", "agent_id": 2, "type": "action", "content": {"type": "vote", "target": 7, "explain": "Player 2 voted to eliminate player 7"}}
2025-12-14 19:48:04.865 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:48:04.865803", "phase": "day", "agent_id": 3, "type": "action", "content": {"type": "vote", "target": 7, "explain": "Player 3 voted to eliminate player 7"}}
2025-12-14 19:48:06.081 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:48:06.081657", "phase": "day", "agent_id": 4, "type": "action", "content": {"type": "vote", "target": 7, "explain": "Player 4 voted to eliminate player 7"}}
2025-12-14 19:48:07.539 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:48:07.539482", "phase": "day", "agent_id": 6, "type": "action", "content": {"type": "vote", "target": 7, "explain": "Player 6 voted to eliminate player 7"}}
2025-12-14 19:49:08.446 | ERROR    | models_adapter:_call_openai_compatible_model:231 - Error calling OpenAI compatible model: HTTPSConnectionPool(host='dashscope.aliyuncs.com', port=443): Read timed out. (read timeout=60)
2025-12-14 19:49:08.447 | ERROR    | models_adapter:call_model:50 - Error calling model: HTTPSConnectionPool(host='dashscope.aliyuncs.com', port=443): Read timed out. (read timeout=60)
2025-12-14 19:49:08.449 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:08.449210", "phase": "day", "agent_id": 7, "type": "action", "content": {"type": "vote", "target": 1, "explain": "Player 7 voted to eliminate player 1"}}
2025-12-14 19:49:09.800 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:09.800088", "phase": "day", "agent_id": 8, "type": "action", "content": {"type": "vote", "target": 7, "explain": "Player 8 voted to eliminate player 7"}}
2025-12-14 19:49:09.801 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:09.801101", "phase": "day", "agent_id": null, "type": "system", "content": "Agent 7 was eliminated by voting"}
2025-12-14 19:49:09.803 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:09.803097", "phase": "day", "agent_id": null, "type": "system", "content": "Day settlement completed"}
2025-12-14 19:49:09.804 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:09.804148", "phase": "end", "agent_id": null, "type": "system", "content": "Checking victory condition: {'day': 1, 'alive_players': 6, 'werewolves_count': 2, 'villagers_count': 4, 'werewolves': [1, 4], 'villagers': [2, 3, 6, 8]}"}
2025-12-14 19:49:09.805 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:09.805147", "phase": "game", "agent_id": null, "type": "system", "content": "Game continues - no victory condition met"}
2025-12-14 19:49:09.806 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:09.806147", "phase": "night", "agent_id": null, "type": "system", "content": "Starting night 2"}
2025-12-14 19:49:13.326 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:13.326789", "phase": "night", "agent_id": 1, "type": "private_chat", "content": "今晚我觉得可以刀8号。他发言比较强势，可能是神职，而且场上现在好人应该还没完全确定身份，刀掉8号可以打乱他们的节奏。你们觉得呢？"}
2025-12-14 19:49:15.883 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:15.883267", "phase": "night", "agent_id": 4, "type": "private_chat", "content": "\n我同意刀8号。他昨天发言确实很冲，像是有身份的，而且好人阵营现在应该很乱，我们刀个强势的能让他们更难判断。另外，我们是不是可以留个心眼，如果8号是预言家，他昨晚可能验了人，我们得注意明天谁跳出来给他报金水或者查杀。你们觉得呢？"}
2025-12-14 19:49:17.943 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:17.943299", "phase": "night", "agent_id": 1, "type": "action", "content": {"type": "night_kill", "target": 8, "explain": "Werewolf 1 voted to kill player 8"}}
2025-12-14 19:49:19.405 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:19.405192", "phase": "night", "agent_id": 4, "type": "action", "content": {"type": "night_kill", "target": 8, "explain": "Werewolf 4 voted to kill player 8"}}
2025-12-14 19:49:23.471 | INFO     | logger:log:63 - {"timestamp": "2025-12-14T19:49:23.471495", "phase": "night", "agent_id": 2, "type": "action", "content": {"type": "verify", "target": 1, "explain": "需要查验1号玩家的身份以确认是否为狼人，因为7号白天投票给1号可能暗示1号有嫌疑，需进一步验证。"}}
